record_id,test_date,plant_name,vehicle_model,supplier_id,supplier_name,supplier_batch_id,part_name,part_category,market_price_inr,open_market_price_range_inr,qty_inspected,qty_defective,ppm,otd_pct,audit_score_pct,cpk,belt_tension_dev_ratio,slip_ratio,crack_density_per_100mm,pressure_retention_ratio,hose_leak_rate_ml_min,engine_temp_dev_ratio,filter_pressure_drop_pa_ratio,filtration_efficiency,fuel_penalty_ratio,brake_leak_rate_cc_min,pushrod_stroke_excess_ratio,brake_response_lag_s_ratio,relay_brake_lag_s_ratio,relay_pressure_delivery_ratio,relay_leak_rate_cc_min,pulse_integrity_ratio,speed_deviation_ratio,dropout_count_ratio,bearing_temp_rise_c_ratio,bearing_vibration_rms_ratio,bearing_play_mm_ratio,ujoint_vibration_rms_ratio,ujoint_backlash_mm_ratio,ujoint_temp_rise_c_ratio,downstream_water_ppm_ratio,separator_dp_kpa_ratio,service_compliance_ratio,data_source_type,impact_raw,criticality_weight_0_1,min_required_sqm_0_1,importance_band,part_quality_score_recomputed_0_1,supplier_quality_score_recomputed_0_1,sqm_gap_to_target_0_1,part_gap_to_target_0_1,weighted_loss_priority_0_1,sqm_status,action_priority,risk_label_current_scenario,dataset_note_current_scenario
527,06-12-2025,Pune Plant,Cargo 1916,SUP-BETA,Beta Truck Systems,SUP-BETA-UNI-1145,Universal Joint (U-Joint) Cross,Mechanical,387.73,300-500,92,0,2358,92.23,89.45,1.475,,,,,,,,,,,,,,,,,,,,,,0.1301,0.1334,0.077,,,,Incoming QC,8,0.85,0.85,Important,0.88,0.89,0.04,0.03,0.04,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
528,30-07-2025,Jamshedpur Plant,Cargo 1916,SUP-BETA,Beta Truck Systems,SUP-BETA-UNI-8378,Universal Joint (U-Joint) Cross,Mechanical,315.11,300-500,87,0,3035,88.19,89.72,1.188,,,,,,,,,,,,,,,,,,,,,,0.3159,0.0531,0.2575,,,,Incoming QC,8,0.85,0.85,Important,0.78,0.83,-0.02,-0.07,0.04,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
529,27-08-2025,Chennai Plant,Rigid Truck 2818,SUP-BETA,Beta Truck Systems,SUP-BETA-UNI-9023,Universal Joint (U-Joint) Cross,Mechanical,335.58,300-500,59,0,1112,92.38,95.27,1.688,,,,,,,,,,,,,,,,,,,,,,0.073,0.0196,0.019,,,,Dealer Service,8,0.85,0.85,Important,0.96,0.94,0.09,0.11,0.03,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
530,28-01-2025,Bangalore Plant,Tipper 3523,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-UNI-7696,Universal Joint (U-Joint) Cross,Mechanical,411.58,300-500,74,0,1613,100,84.68,1.403,,,,,,,,,,,,,,,,,,,,,,0.092,0.0364,0.1372,,,,Incoming QC,8,0.85,0.85,Important,0.91,0.92,0.07,0.06,0.04,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
531,11-06-2025,Pune Plant,School Bus 1017,SUP-DELTA,Delta Fleet Components,SUP-DELTA-UNI-5264,Universal Joint (U-Joint) Cross,Mechanical,312.9,300-500,230,0,1916,91.33,91.57,1.632,,,,,,,,,,,,,,,,,,,,,,0.1238,0.122,0.1196,,,,Warranty Record,8,0.85,0.85,Important,0.88,0.9,0.05,0.03,0.03,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
532,02-09-2025,Pune Plant,Rigid Truck 2818,SUP-DELTA,Delta Fleet Components,SUP-DELTA-UNI-1818,Universal Joint (U-Joint) Cross,Mechanical,332.95,300-500,47,0,0,98.25,100,1.707,,,,,,,,,,,,,,,,,,,,,,0.0016,0.0031,0.0021,,,,Dealer Service,8,0.85,0.85,Important,1,1,0.15,0.15,0.03,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
533,06-03-2025,Jamshedpur Plant,Tipper 3523,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-UNI-9974,Universal Joint (U-Joint) Cross,Mechanical,465.18,300-500,227,0,568,96.38,91.55,1.406,,,,,,,,,,,,,,,,,,,,,,0.1051,0.2582,0.1112,,,,Bench Test,8,0.85,0.85,Important,0.85,0.93,0.08,0,0.05,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
534,17-04-2025,Chennai Plant,Tipper 3523,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-UNI-3170,Universal Joint (U-Joint) Cross,Mechanical,392.87,300-500,184,0,297,97.86,94.83,1.486,,,,,,,,,,,,,,,,,,,,,,0.0769,0.0784,0.0904,,,,Bench Test,8,0.85,0.85,Important,0.92,0.96,0.11,0.07,0.04,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
535,10-03-2026,Pune Plant,School Bus 1017,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-UNI-1889,Universal Joint (U-Joint) Cross,Mechanical,407.09,300-500,236,1,4090,99.89,94.82,1.347,,,,,,,,,,,,,,,,,,,,,,0.1891,0.1587,0.1203,,,,Bench Test,8,0.85,0.85,Important,0.84,0.87,0.02,-0.01,0.04,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
536,03-04-2026,Jamshedpur Plant,School Bus 1017,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-UNI-1583,Universal Joint (U-Joint) Cross,Mechanical,492.44,300-500,82,0,3407,98.89,85.25,1.439,,,,,,,,,,,,,,,,,,,,,,0.1965,0.0376,0.122,,,,Warranty Record,8,0.85,0.85,Important,0.87,0.87,0.02,0.02,0.06,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
537,14-01-2026,Jamshedpur Plant,Rigid Truck 2818,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-UNI-5240,Universal Joint (U-Joint) Cross,Mechanical,345.35,300-500,178,0,2123,86.35,75.73,1.292,,,,,,,,,,,,,,,,,,,,,,0.2062,0.1798,0.0675,,,,Incoming QC,8,0.85,0.85,Important,0.84,0.85,0,-0.01,0.04,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
538,22-04-2026,Jamshedpur Plant,Tipper 3523,SUP-BETA,Beta Truck Systems,SUP-BETA-UNI-9001,Universal Joint (U-Joint) Cross,Mechanical,378.57,300-500,192,0,2373,99.32,81.69,1.498,,,,,,,,,,,,,,,,,,,,,,0.0713,0.0412,0.0651,,,,Bench Test,8,0.85,0.85,Important,0.94,0.91,0.06,0.09,0.04,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
539,20-02-2026,Bangalore Plant,Cargo 1916,SUP-BETA,Beta Truck Systems,SUP-BETA-UNI-7521,Universal Joint (U-Joint) Cross,Mechanical,397.13,300-500,221,0,0,93.25,93.09,1.418,,,,,,,,,,,,,,,,,,,,,,0.0106,0.0223,0.0092,,,,Incoming QC,8,0.85,0.85,Important,0.99,0.97,0.12,0.14,0.04,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
540,15-03-2026,Bangalore Plant,Tipper 3523,SUP-BETA,Beta Truck Systems,SUP-BETA-UNI-8848,Universal Joint (U-Joint) Cross,Mechanical,402,300-500,171,1,3209,94.76,86.16,1.393,,,,,,,,,,,,,,,,,,,,,,0.1823,0.1865,0.0948,,,,Warranty Record,8,0.85,0.85,Important,0.84,0.86,0.01,-0.01,0.04,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
541,10-11-2025,Bangalore Plant,Tipper 3523,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-UNI-5323,Universal Joint (U-Joint) Cross,Mechanical,310.47,300-500,143,0,1699,89.13,91.73,1.327,,,,,,,,,,,,,,,,,,,,,,0.1194,0.1244,0.0805,,,,Incoming QC,8,0.85,0.85,Important,0.89,0.9,0.05,0.04,0.03,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
542,09-02-2026,Chennai Plant,Rigid Truck 2818,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-UNI-1869,Universal Joint (U-Joint) Cross,Mechanical,406.24,300-500,204,0,85,100,99.45,1.634,,,,,,,,,,,,,,,,,,,,,,0.0654,0.123,0.025,,,,Bench Test,8,0.85,0.85,Important,0.93,0.98,0.13,0.08,0.04,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
543,20-11-2025,Pune Plant,Cargo 1916,SUP-DELTA,Delta Fleet Components,SUP-DELTA-UNI-9297,Universal Joint (U-Joint) Cross,Mechanical,427.63,300-500,178,0,0,96.29,91.99,1.658,,,,,,,,,,,,,,,,,,,,,,0.0294,0.062,0.0332,,,,Dealer Service,8,0.85,0.85,Important,0.96,0.97,0.12,0.11,0.05,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
544,30-07-2025,Chennai Plant,Tipper 3523,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-UNI-9333,Universal Joint (U-Joint) Cross,Mechanical,361.13,300-500,116,0,1421,94.27,100,1.437,,,,,,,,,,,,,,,,,,,,,,0.0789,0.0155,0.069,,,,Dealer Service,8,0.85,0.85,Important,0.94,0.94,0.09,0.09,0.04,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
545,21-05-2025,Pune Plant,Bus Chassis 1624,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-UNI-8631,Universal Joint (U-Joint) Cross,Mechanical,477.51,300-500,290,1,3981,94.27,87.07,1.357,,,,,,,,,,,,,,,,,,,,,,0.1471,0.1066,0.1375,,,,Bench Test,8,0.85,0.85,Important,0.87,0.85,0,0.02,0.05,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
546,18-02-2025,Jamshedpur Plant,School Bus 1017,SUP-DELTA,Delta Fleet Components,SUP-DELTA-UNI-5701,Universal Joint (U-Joint) Cross,Mechanical,325.29,300-500,285,1,3632,93.17,81.76,1.516,,,,,,,,,,,,,,,,,,,,,,0.1144,0.1735,0.1375,,,,Bench Test,8,0.85,0.85,Important,0.86,0.85,0,0.01,0.03,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
547,18-08-2025,Jamshedpur Plant,School Bus 1017,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-UNI-9853,Universal Joint (U-Joint) Cross,Mechanical,454.25,300-500,288,0,832,84.11,100,1.527,,,,,,,,,,,,,,,,,,,,,,0.1194,0.1854,0.1693,,,,Warranty Record,8,0.85,0.85,Important,0.85,0.91,0.06,0,0.05,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
548,20-12-2025,Pune Plant,School Bus 1017,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-UNI-9529,Universal Joint (U-Joint) Cross,Mechanical,485.7,300-500,172,0,618,83.42,92.37,1.458,,,,,,,,,,,,,,,,,,,,,,0.1449,0.0644,0.1063,,,,Bench Test,8,0.85,0.85,Important,0.89,0.91,0.06,0.04,0.05,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
549,26-02-2025,Bangalore Plant,Rigid Truck 2818,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-UNI-3810,Universal Joint (U-Joint) Cross,Mechanical,338.3,300-500,150,0,1586,94.92,92.53,1.47,,,,,,,,,,,,,,,,,,,,,,0.0616,0.0221,0.0151,,,,Warranty Record,8,0.85,0.85,Important,0.96,0.94,0.09,0.11,0.03,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
550,03-11-2025,Chennai Plant,School Bus 1017,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-UNI-9812,Universal Joint (U-Joint) Cross,Mechanical,440.09,300-500,91,0,3225,90.91,97.09,1.394,,,,,,,,,,,,,,,,,,,,,,0.0416,0.1471,0.1307,,,,Incoming QC,8,0.85,0.85,Important,0.9,0.89,0.04,0.05,0.05,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
551,04-05-2026,Pune Plant,Bus Chassis 1624,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-UNI-8522,Universal Joint (U-Joint) Cross,Mechanical,486.55,300-500,179,1,5026,94.48,77.08,1.281,,,,,,,,,,,,,,,,,,,,,,0.2625,0.0403,0.1106,,,,Bench Test,8,0.85,0.85,Important,0.84,0.8,-0.05,-0.01,0.09,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
552,08-10-2025,Chennai Plant,Bus Chassis 1624,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-UNI-9205,Universal Joint (U-Joint) Cross,Mechanical,460.53,300-500,144,0,2839,97.89,84.15,1.405,,,,,,,,,,,,,,,,,,,,,,0.1491,0.111,0.1296,,,,Warranty Record,8,0.85,0.85,Important,0.87,0.88,0.03,0.02,0.05,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
553,21-04-2025,Chennai Plant,School Bus 1017,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-UNI-4399,Universal Joint (U-Joint) Cross,Mechanical,404.35,300-500,222,0,0,94.25,90.04,1.608,,,,,,,,,,,,,,,,,,,,,,0.0055,0.007,0.0023,,,,Warranty Record,8,0.85,0.85,Important,0.99,0.97,0.12,0.14,0.04,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
554,28-12-2025,Jamshedpur Plant,Bus Chassis 1624,SUP-DELTA,Delta Fleet Components,SUP-DELTA-UNI-2695,Universal Joint (U-Joint) Cross,Mechanical,447.66,300-500,132,0,2379,89.41,98.3,1.709,,,,,,,,,,,,,,,,,,,,,,0.0836,0.0867,0.0679,,,,Incoming QC,8,0.85,0.85,Important,0.92,0.91,0.06,0.07,0.05,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
555,11-01-2025,Jamshedpur Plant,School Bus 1017,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-UNI-2789,Universal Joint (U-Joint) Cross,Mechanical,308.63,300-500,226,1,2732,93.17,90.35,1.347,,,,,,,,,,,,,,,,,,,,,,0.2342,0.187,0.1043,,,,Warranty Record,8,0.85,0.85,Important,0.81,0.87,0.02,-0.04,0.03,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
556,11-03-2025,Bangalore Plant,Rigid Truck 2818,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-UNI-7811,Universal Joint (U-Joint) Cross,Mechanical,493.89,300-500,143,0,0,90.13,100,1.848,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,Warranty Record,8,0.85,0.85,Important,1,0.98,0.13,0.15,0.06,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
557,25-02-2025,Chennai Plant,Bus Chassis 1624,SUP-DELTA,Delta Fleet Components,SUP-DELTA-UNI-6931,Universal Joint (U-Joint) Cross,Mechanical,324.5,300-500,278,0,166,97.11,91.42,1.581,,,,,,,,,,,,,,,,,,,,,,0.1244,0.0953,0.0335,,,,Dealer Service,8,0.85,0.85,Important,0.91,0.95,0.1,0.06,0.03,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
558,10-06-2025,Chennai Plant,Cargo 1916,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-UNI-7981,Universal Joint (U-Joint) Cross,Mechanical,482.32,300-500,55,0,3132,89.52,92.59,1.305,,,,,,,,,,,,,,,,,,,,,,0.1584,0.2086,0.0409,,,,Incoming QC,8,0.85,0.85,Important,0.86,0.86,0.01,0.01,0.05,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
559,04-10-2025,Chennai Plant,Rigid Truck 2818,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-UNI-1352,Universal Joint (U-Joint) Cross,Mechanical,401.13,300-500,219,1,3488,96.33,90.22,1.563,,,,,,,,,,,,,,,,,,,,,,0.0709,0.1193,0.0611,,,,Incoming QC,8,0.85,0.85,Important,0.92,0.88,0.03,0.07,0.04,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
560,14-04-2026,Bangalore Plant,Cargo 1916,SUP-DELTA,Delta Fleet Components,SUP-DELTA-UNI-8012,Universal Joint (U-Joint) Cross,Mechanical,446.19,300-500,157,0,1985,100,82.63,1.505,,,,,,,,,,,,,,,,,,,,,,0.1031,0.0217,0.1175,,,,Incoming QC,8,0.85,0.85,Important,0.92,0.91,0.06,0.07,0.05,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
561,25-04-2026,Jamshedpur Plant,Tipper 3523,SUP-BETA,Beta Truck Systems,SUP-BETA-UNI-9978,Universal Joint (U-Joint) Cross,Mechanical,480.99,300-500,162,1,5729,83.25,82.75,1.118,,,,,,,,,,,,,,,,,,,,,,0.4012,0.2018,0.1131,,,,Bench Test,8,0.85,0.85,Important,0.73,0.73,-0.12,-0.12,0.13,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
562,22-06-2025,Jamshedpur Plant,Cargo 1916,SUP-DELTA,Delta Fleet Components,SUP-DELTA-UNI-4052,Universal Joint (U-Joint) Cross,Mechanical,496.29,300-500,195,0,89,100,87.49,1.432,,,,,,,,,,,,,,,,,,,,,,0.0542,0.0529,0.0229,,,,Warranty Record,8,0.85,0.85,Important,0.95,0.97,0.12,0.1,0.06,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
563,30-03-2025,Bangalore Plant,Rigid Truck 2818,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-UNI-1870,Universal Joint (U-Joint) Cross,Mechanical,335.28,300-500,237,1,2138,100,100,1.671,,,,,,,,,,,,,,,,,,,,,,0.0937,0.0349,0.0353,,,,Bench Test,8,0.85,0.85,Important,0.94,0.94,0.09,0.09,0.03,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
564,28-09-2025,Pune Plant,Bus Chassis 1624,SUP-BETA,Beta Truck Systems,SUP-BETA-UNI-4240,Universal Joint (U-Joint) Cross,Mechanical,316.55,300-500,47,0,7612,81.87,83.61,1.204,,,,,,,,,,,,,,,,,,,,,,0.2172,0.2946,0.2844,,,,Warranty Record,8,0.85,0.85,Important,0.74,0.7,-0.15,-0.11,0.13,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
565,19-08-2025,Bangalore Plant,Cargo 1916,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-UNI-8952,Universal Joint (U-Joint) Cross,Mechanical,413.15,300-500,62,0,3777,96.2,82.9,1.507,,,,,,,,,,,,,,,,,,,,,,0.1569,0.1526,0.158,,,,Incoming QC,8,0.85,0.85,Important,0.84,0.85,0,-0.01,0.04,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
566,20-04-2025,Jamshedpur Plant,Bus Chassis 1624,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-UNI-4081,Universal Joint (U-Joint) Cross,Mechanical,301.86,300-500,52,0,3296,88.41,86.78,1.422,,,,,,,,,,,,,,,,,,,,,,0.1927,0.1274,0.1739,,,,Warranty Record,8,0.85,0.85,Important,0.83,0.85,0,-0.02,0.03,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
567,18-03-2026,Bangalore Plant,Bus Chassis 1624,SUP-BETA,Beta Truck Systems,SUP-BETA-UNI-9282,Universal Joint (U-Joint) Cross,Mechanical,309.41,300-500,256,0,1470,100,94.71,1.31,,,,,,,,,,,,,,,,,,,,,,0.0517,0.0539,0.0272,,,,Warranty Record,8,0.85,0.85,Important,0.95,0.95,0.1,0.1,0.03,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
568,04-01-2025,Chennai Plant,Rigid Truck 2818,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-UNI-4747,Universal Joint (U-Joint) Cross,Mechanical,378.99,300-500,196,1,4034,93.57,92.61,1.505,,,,,,,,,,,,,,,,,,,,,,0.21,0.21,0.1997,,,,Bench Test,8,0.85,0.85,Important,0.79,0.84,-0.01,-0.06,0.05,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
569,20-01-2026,Chennai Plant,Bus Chassis 1624,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-UNI-7131,Universal Joint (U-Joint) Cross,Mechanical,309.71,300-500,157,1,4610,84.53,83.55,1.345,,,,,,,,,,,,,,,,,,,,,,0.1551,0.1158,0.1166,,,,Warranty Record,8,0.85,0.85,Important,0.87,0.81,-0.04,0.02,0.06,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
570,19-10-2025,Chennai Plant,School Bus 1017,SUP-BETA,Beta Truck Systems,SUP-BETA-UNI-1037,Universal Joint (U-Joint) Cross,Mechanical,498.52,300-500,265,1,2331,92.86,100,1.414,,,,,,,,,,,,,,,,,,,,,,0.0334,0.0336,0.1558,,,,Incoming QC,8,0.85,0.85,Important,0.94,0.92,0.07,0.09,0.06,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
571,26-02-2025,Chennai Plant,Bus Chassis 1624,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-UNI-6720,Universal Joint (U-Joint) Cross,Mechanical,315.6,300-500,87,0,132,100,99.67,1.659,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,Warranty Record,8,0.85,0.85,Important,1,1,0.15,0.15,0.03,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
572,11-05-2025,Jamshedpur Plant,Cargo 1916,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-UNI-5939,Universal Joint (U-Joint) Cross,Mechanical,374.71,300-500,88,0,66,100,86.04,1.601,,,,,,,,,,,,,,,,,,,,,,0.0284,0.0445,0.1018,,,,Incoming QC,8,0.85,0.85,Important,0.95,0.96,0.11,0.1,0.04,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
573,20-10-2025,Chennai Plant,Bus Chassis 1624,SUP-BETA,Beta Truck Systems,SUP-BETA-UNI-1712,Universal Joint (U-Joint) Cross,Mechanical,364.15,300-500,85,0,4654,96.55,80.51,1.137,,,,,,,,,,,,,,,,,,,,,,0.1576,0.254,0.2458,,,,Bench Test,8,0.85,0.85,Important,0.79,0.79,-0.06,-0.06,0.08,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
574,02-03-2025,Pune Plant,School Bus 1017,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-UNI-6279,Universal Joint (U-Joint) Cross,Mechanical,319.57,300-500,133,0,3752,97.47,82.76,1.484,,,,,,,,,,,,,,,,,,,,,,0.2239,0.2405,0.1499,,,,Dealer Service,8,0.85,0.85,Important,0.79,0.84,-0.01,-0.06,0.04,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
575,15-05-2025,Pune Plant,Tipper 3523,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-UNI-2845,Universal Joint (U-Joint) Cross,Mechanical,379.26,300-500,299,1,3537,95.16,77.82,1.391,,,,,,,,,,,,,,,,,,,,,,0.1625,0.1752,0.0941,,,,Dealer Service,8,0.85,0.85,Important,0.85,0.85,0,0,0.04,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
576,15-08-2025,Jamshedpur Plant,Tipper 3523,SUP-BETA,Beta Truck Systems,SUP-BETA-UNI-5431,Universal Joint (U-Joint) Cross,Mechanical,399.26,300-500,156,0,2575,96.08,90.9,1.439,,,,,,,,,,,,,,,,,,,,,,0.1825,0.0311,0.1344,,,,Bench Test,8,0.85,0.85,Important,0.87,0.89,0.04,0.02,0.04,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
577,10-01-2026,Pune Plant,Cargo 1916,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-FUE-7823,Fuel / Water Separator,Fluid/Fuel,644.84,425-1555,97,0,1218,91.5,87.24,1.316,,,,,,,,,,,,,,,,,,,,,,,,,0.0862,0.105,1,Incoming QC,8,0.85,0.85,Important,0.92,0.92,0.07,0.07,0.08,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
