claim_id,dealer_id,supplier_id,part_name,failure_type,claim_amount,repair_cost,claim_frequency,days_since_last_claim,failure_severity,fraud_label
CLM08896,1937,SUP-046,U-Joint,Misalignment,31495,4410,11,138,7,0
CLM08897,1620,SUP-005,Wheel Bearing,Wear,36689,3996,4,209,9,0
CLM08898,1329,SUP-022,Wheel Bearing,Leak,45289,11811,2,61,1,0
CLM08899,1188,SUP-090,Fuel/Water Separator,Misalignment,13809,8002,10,111,6,0
CLM08900,1094,SUP-053,Radiator Hose,Leak,43666,4300,9,258,8,0
CLM08901,1616,SUP-070,Radiator Hose,Corrosion,14686,8662,17,337,9,0
CLM08902,1007,SUP-032,V-Belt,Breakage,4498,19520,12,135,8,0
CLM08903,1066,SUP-011,Wheel Speed Sensor,Sensor Failure,43084,11762,4,60,6,0
CLM08904,1495,SUP-010,U-Joint,Leak,5717,3323,9,189,8,0
CLM08905,1190,SUP-039,Wheel Speed Sensor,Corrosion,5854,1992,14,336,8,0
CLM08906,1365,SUP-098,Air Filter,Wear,35626,20200,4,113,1,0
CLM08907,1767,SUP-031,Relay Valve,Leak,44251,23659,2,27,8,0
CLM08908,1520,SUP-012,Wheel Bearing,Wear,15358,20786,18,1,7,0
CLM08909,1989,SUP-080,V-Belt,Sensor Failure,22857,11001,13,214,8,0
CLM08910,1116,SUP-038,Wheel Speed Sensor,Corrosion,36281,5437,10,86,8,0
CLM08911,1266,SUP-067,Fuel/Water Separator,Wear,16584,24301,14,155,6,0
CLM08912,1610,SUP-066,Radiator Hose,Breakage,5960,16356,9,80,9,0
CLM08913,1484,SUP-052,Wheel Bearing,Misalignment,37283,13863,11,60,3,0
CLM08914,1508,SUP-005,V-Belt,Wear,27576,21468,1,309,1,0
CLM08915,1297,SUP-011,Brake Chamber,Wear,27373,12552,12,36,9,0
CLM08916,1908,SUP-025,Relay Valve,Corrosion,19700,28289,17,291,2,0
CLM08917,1163,SUP-035,Air Filter,Corrosion,44540,14183,17,289,3,1
CLM08918,1375,SUP-035,Fuel/Water Separator,Leak,48417,6894,8,325,4,0
CLM08919,1652,SUP-022,U-Joint,Misalignment,35935,8672,17,363,8,1
CLM08920,1267,SUP-037,Fuel/Water Separator,Wear,20412,6957,13,175,9,0
CLM08921,1548,SUP-086,Air Filter,Wear,33224,3796,13,354,3,0
CLM08922,1073,SUP-055,U-Joint,Corrosion,26719,22668,15,352,2,0
CLM08923,1507,SUP-075,U-Joint,Breakage,5231,7723,18,89,2,0
CLM08924,1072,SUP-096,V-Belt,Corrosion,20532,16198,13,59,9,0
CLM08925,1307,SUP-099,Fuel/Water Separator,Breakage,8521,12284,8,61,8,0
CLM08926,1198,SUP-095,Wheel Bearing,Misalignment,12349,26599,7,242,2,0
CLM08927,1129,SUP-072,Air Filter,Corrosion,33768,25048,19,283,8,1
CLM08928,1757,SUP-064,Radiator Hose,Misalignment,42036,28631,10,225,4,0
CLM08929,1823,SUP-020,Relay Valve,Sensor Failure,30632,12951,12,222,6,0
CLM08930,1571,SUP-098,V-Belt,Wear,8611,6060,2,90,5,0
CLM08931,1790,SUP-004,V-Belt,Misalignment,20012,17858,14,15,5,0
CLM08932,1614,SUP-018,Brake Chamber,Breakage,23518,6776,10,185,7,0
CLM08933,1807,SUP-051,V-Belt,Sensor Failure,44155,6724,17,204,8,1
CLM08934,1831,SUP-068,U-Joint,Breakage,2548,23377,13,41,5,0
CLM08935,1486,SUP-020,Brake Chamber,Leak,25761,18554,1,171,4,0
CLM08936,1852,SUP-009,Wheel Bearing,Leak,14988,29305,15,268,2,0
CLM08937,1150,SUP-080,Wheel Speed Sensor,Wear,30193,7618,1,196,5,0
CLM08938,1668,SUP-026,Relay Valve,Sensor Failure,15497,8684,15,250,8,0
CLM08939,1205,SUP-025,Relay Valve,Sensor Failure,7045,22055,15,195,1,0
CLM08940,1985,SUP-068,Wheel Bearing,Leak,20876,23521,14,230,6,0
CLM08941,1178,SUP-041,Wheel Bearing,Wear,27819,5305,13,96,2,0
CLM08942,1196,SUP-059,Wheel Speed Sensor,Misalignment,25609,23645,2,218,2,0
CLM08943,1734,SUP-045,Radiator Hose,Leak,8839,28970,8,4,8,0
CLM08944,1088,SUP-041,Fuel/Water Separator,Sensor Failure,27196,19687,9,5,6,0
CLM08945,1798,SUP-038,Relay Valve,Breakage,39457,26607,19,46,6,1
CLM08946,1433,SUP-019,Radiator Hose,Sensor Failure,43760,20700,19,331,6,1
CLM08947,1787,SUP-014,V-Belt,Wear,39184,15808,9,126,9,0
CLM08948,1747,SUP-021,Wheel Bearing,Sensor Failure,11275,5633,7,137,3,0
CLM08949,1182,SUP-015,Brake Chamber,Corrosion,39151,14196,14,136,2,0
CLM08950,1208,SUP-003,Radiator Hose,Sensor Failure,35173,14548,2,314,5,0
CLM08951,1492,SUP-037,Radiator Hose,Corrosion,15449,16060,12,359,6,0
CLM08952,1129,SUP-046,Relay Valve,Leak,29264,10904,11,319,9,0
CLM08953,1664,SUP-016,Brake Chamber,Misalignment,44612,13348,17,189,9,1
CLM08954,1012,SUP-014,Fuel/Water Separator,Corrosion,16960,20963,2,143,2,0
CLM08955,1633,SUP-009,V-Belt,Sensor Failure,5538,24959,12,73,9,0
CLM08956,1870,SUP-007,Wheel Speed Sensor,Misalignment,29709,9273,15,178,9,0
CLM08957,1731,SUP-014,Air Filter,Misalignment,3139,16743,8,350,6,0
CLM08958,1105,SUP-006,Relay Valve,Sensor Failure,36446,6762,8,226,1,0
CLM08959,1374,SUP-085,Brake Chamber,Sensor Failure,37562,8318,18,278,8,1
CLM08960,1581,SUP-015,U-Joint,Wear,20103,16614,14,238,8,0
CLM08961,1706,SUP-052,Fuel/Water Separator,Leak,48204,15528,10,94,8,0
CLM08962,1697,SUP-072,V-Belt,Corrosion,25432,20441,4,330,8,0
CLM08963,1098,SUP-034,Fuel/Water Separator,Breakage,38370,24234,16,197,5,1
CLM08964,1593,SUP-001,Air Filter,Corrosion,11418,28605,16,64,2,0
CLM08965,1586,SUP-096,V-Belt,Sensor Failure,45983,2882,17,150,9,1
CLM08966,1885,SUP-069,Air Filter,Breakage,38218,22565,9,141,6,0
CLM08967,1851,SUP-094,Radiator Hose,Breakage,31599,27760,11,231,3,0
CLM08968,1191,SUP-086,Air Filter,Corrosion,12560,17114,13,245,1,0
CLM08969,1324,SUP-020,Fuel/Water Separator,Corrosion,21341,6954,1,303,5,0
CLM08970,1978,SUP-080,U-Joint,Corrosion,14846,18767,7,347,4,0
CLM08971,1725,SUP-007,Wheel Speed Sensor,Corrosion,7069,29174,11,277,4,0
CLM08972,1826,SUP-007,Wheel Bearing,Leak,9679,10603,3,31,9,0
CLM08973,1955,SUP-050,U-Joint,Wear,14293,6531,2,38,6,0
CLM08974,1466,SUP-002,Relay Valve,Wear,34046,25760,14,39,8,0
CLM08975,1893,SUP-047,U-Joint,Corrosion,36359,4676,10,164,9,0
CLM08976,1366,SUP-014,Air Filter,Wear,28554,10647,17,356,1,0
CLM08977,1317,SUP-031,Relay Valve,Corrosion,34122,26374,8,267,7,0
CLM08978,1143,SUP-050,U-Joint,Corrosion,49446,4983,15,69,7,0
CLM08979,1383,SUP-061,Wheel Bearing,Corrosion,19626,21806,6,290,9,0
CLM08980,1215,SUP-041,Fuel/Water Separator,Misalignment,38667,1868,2,229,1,0
CLM08981,1360,SUP-014,Wheel Speed Sensor,Leak,40004,2766,15,261,2,0
CLM08982,1323,SUP-005,Air Filter,Sensor Failure,34325,17535,16,20,6,1
CLM08983,1014,SUP-075,V-Belt,Wear,47106,2610,2,63,4,0
CLM08984,1216,SUP-005,Brake Chamber,Wear,4486,15275,14,301,5,0
CLM08985,1491,SUP-064,Radiator Hose,Leak,17545,3598,1,170,5,0
CLM08986,1950,SUP-029,Air Filter,Leak,23628,3255,9,13,1,0
CLM08987,1546,SUP-075,V-Belt,Corrosion,43933,8048,17,137,1,1
CLM08988,1182,SUP-005,Fuel/Water Separator,Corrosion,4544,28811,14,224,7,0
CLM08989,1269,SUP-096,Radiator Hose,Misalignment,21161,20932,10,94,3,0
CLM08990,1944,SUP-036,Brake Chamber,Misalignment,35973,14059,13,177,5,0
CLM08991,1466,SUP-079,Air Filter,Sensor Failure,19376,18061,13,348,8,0
CLM08992,1869,SUP-019,U-Joint,Wear,20667,27333,19,357,5,0
CLM08993,1611,SUP-064,Brake Chamber,Leak,23400,15881,8,156,9,0
CLM08994,1518,SUP-022,Air Filter,Sensor Failure,5919,8249,7,121,4,0
CLM08995,1541,SUP-034,Air Filter,Wear,46734,26118,17,171,7,1
CLM08996,1466,SUP-056,Relay Valve,Sensor Failure,34759,19440,8,198,8,0
CLM08997,1304,SUP-017,Fuel/Water Separator,Sensor Failure,13398,12376,4,169,7,0
CLM08998,1984,SUP-076,V-Belt,Corrosion,24368,15509,7,172,4,0
CLM08999,1143,SUP-089,V-Belt,Sensor Failure,23730,23678,17,157,8,0
CLM09000,1110,SUP-056,Radiator Hose,Corrosion,19167,11627,5,324,4,0
CLM09001,1231,SUP-017,Brake Chamber,Wear,18568,10315,4,210,8,0
CLM09002,1690,SUP-074,Fuel/Water Separator,Misalignment,35436,8096,19,281,8,1
CLM09003,1583,SUP-092,Radiator Hose,Wear,7833,18968,1,196,4,0
CLM09004,1721,SUP-082,Air Filter,Corrosion,6824,27530,10,270,5,0
CLM09005,1731,SUP-018,V-Belt,Misalignment,1571,19355,6,187,5,0
CLM09006,1591,SUP-045,Wheel Bearing,Breakage,38068,21662,12,62,5,0
CLM09007,1499,SUP-096,Relay Valve,Misalignment,21122,19269,17,145,3,0
CLM09008,1594,SUP-078,Fuel/Water Separator,Sensor Failure,1583,8657,5,226,2,0
CLM09009,1553,SUP-056,Radiator Hose,Wear,22963,9986,9,117,1,0
CLM09010,1272,SUP-080,Radiator Hose,Sensor Failure,38338,12760,9,206,3,0
CLM09011,1702,SUP-050,Fuel/Water Separator,Misalignment,16740,1418,5,356,9,0
CLM09012,1172,SUP-058,U-Joint,Breakage,29364,15602,19,66,7,0
CLM09013,1972,SUP-018,Wheel Bearing,Sensor Failure,6691,5247,11,301,2,0
CLM09014,1006,SUP-080,Air Filter,Breakage,11325,10295,12,327,8,0
CLM09015,1154,SUP-081,V-Belt,Leak,49270,28071,5,28,8,0
CLM09016,1521,SUP-007,Fuel/Water Separator,Breakage,25414,22620,8,315,7,0
CLM09017,1545,SUP-076,Brake Chamber,Wear,6126,22465,17,264,6,0
CLM09018,1547,SUP-098,Wheel Bearing,Misalignment,27608,28462,8,221,2,0
CLM09019,1920,SUP-010,Relay Valve,Corrosion,4762,17965,2,10,4,0
CLM09020,1517,SUP-069,Relay Valve,Corrosion,3786,9067,18,277,1,0
CLM09021,1919,SUP-085,Brake Chamber,Sensor Failure,2542,8366,19,291,7,0
CLM09022,1913,SUP-003,Wheel Bearing,Misalignment,13813,24507,10,4,2,0
CLM09023,1214,SUP-083,Radiator Hose,Leak,17417,7050,7,181,6,0
CLM09024,1133,SUP-044,Relay Valve,Sensor Failure,17294,10100,9,85,9,0
CLM09025,1284,SUP-099,Radiator Hose,Breakage,3799,18987,12,25,5,0
CLM09026,1125,SUP-070,U-Joint,Corrosion,19239,22519,12,20,5,0
CLM09027,1920,SUP-014,Wheel Bearing,Breakage,45640,22800,5,199,4,0
CLM09028,1438,SUP-004,Fuel/Water Separator,Corrosion,7923,25092,11,199,1,0
CLM09029,1848,SUP-018,V-Belt,Corrosion,36453,932,17,96,4,1
CLM09030,1685,SUP-093,U-Joint,Corrosion,7938,20934,15,96,9,0
CLM09031,1151,SUP-099,Radiator Hose,Misalignment,21885,736,11,278,9,0
CLM09032,1330,SUP-052,Wheel Bearing,Wear,30713,806,15,49,7,0
CLM09033,1537,SUP-038,U-Joint,Misalignment,40339,22765,16,89,4,1
CLM09034,1382,SUP-080,Radiator Hose,Breakage,44921,13220,19,6,9,1
CLM09035,1114,SUP-020,Brake Chamber,Misalignment,5388,523,12,146,5,0
CLM09036,1893,SUP-088,Air Filter,Sensor Failure,7022,22303,3,12,2,0
CLM09037,1481,SUP-099,Relay Valve,Leak,3627,12001,8,28,9,0
CLM09038,1283,SUP-044,Wheel Speed Sensor,Sensor Failure,8247,9705,11,275,6,0
CLM09039,1898,SUP-051,U-Joint,Misalignment,45117,17564,1,43,5,0
CLM09040,1074,SUP-019,V-Belt,Breakage,4643,26924,4,99,8,0
CLM09041,1165,SUP-068,Wheel Bearing,Leak,23575,2015,6,143,2,0
CLM09042,1188,SUP-097,U-Joint,Sensor Failure,21146,17835,10,292,5,0
CLM09043,1077,SUP-066,Air Filter,Leak,23371,5907,15,97,8,0
CLM09044,1946,SUP-013,Fuel/Water Separator,Breakage,27707,914,8,85,4,0
CLM09045,1601,SUP-062,Wheel Bearing,Corrosion,42566,5348,14,298,9,0
CLM09046,1687,SUP-061,U-Joint,Breakage,27875,26499,2,91,7,0
CLM09047,1020,SUP-030,Wheel Speed Sensor,Wear,14792,21395,6,301,7,0
CLM09048,1565,SUP-098,V-Belt,Leak,29492,5471,3,30,9,0
CLM09049,1183,SUP-030,Relay Valve,Breakage,46235,15645,2,295,3,0
CLM09050,1870,SUP-051,Wheel Bearing,Corrosion,49723,5485,14,174,3,0
CLM09051,1221,SUP-088,Air Filter,Corrosion,18717,24853,18,186,7,0
CLM09052,1826,SUP-048,Fuel/Water Separator,Breakage,21392,8150,15,30,2,0
CLM09053,1327,SUP-033,Wheel Speed Sensor,Sensor Failure,19857,22254,4,251,3,0
CLM09054,1178,SUP-074,Relay Valve,Breakage,7143,13464,16,109,6,0
CLM09055,1787,SUP-082,Radiator Hose,Corrosion,37501,11139,12,213,9,0
CLM09056,1111,SUP-019,V-Belt,Breakage,19470,27264,17,218,4,0
CLM09057,1735,SUP-071,Relay Valve,Wear,20734,23405,1,344,5,0
CLM09058,1725,SUP-057,Brake Chamber,Sensor Failure,14103,28267,9,182,6,0
CLM09059,1058,SUP-019,Fuel/Water Separator,Breakage,48728,22341,12,342,3,0
CLM09060,1326,SUP-088,Wheel Speed Sensor,Corrosion,25951,17333,5,37,2,0
CLM09061,1904,SUP-079,Relay Valve,Breakage,2952,11627,17,346,4,0
CLM09062,1620,SUP-041,Brake Chamber,Breakage,37478,7828,3,150,6,0
CLM09063,1896,SUP-042,Relay Valve,Leak,47797,28252,6,97,4,0
CLM09064,1668,SUP-087,U-Joint,Breakage,31766,13637,3,24,8,0
CLM09065,1190,SUP-052,Radiator Hose,Wear,45515,25167,6,325,9,0
CLM09066,1199,SUP-004,V-Belt,Corrosion,46240,23512,13,344,8,0
CLM09067,1311,SUP-004,Radiator Hose,Misalignment,25647,24470,19,355,7,0
CLM09068,1707,SUP-005,U-Joint,Leak,32288,13208,15,122,2,0
CLM09069,1034,SUP-041,Relay Valve,Misalignment,2774,15551,7,86,2,0
CLM09070,1378,SUP-087,Wheel Bearing,Breakage,38432,27675,13,161,5,0
CLM09071,1386,SUP-061,Brake Chamber,Sensor Failure,6059,19835,2,17,4,0
CLM09072,1757,SUP-075,Fuel/Water Separator,Wear,40239,20009,19,244,4,1
CLM09073,1236,SUP-055,Air Filter,Wear,23497,23628,19,268,4,0
CLM09074,1615,SUP-075,Brake Chamber,Wear,29283,12410,3,286,7,0
CLM09075,1518,SUP-013,Radiator Hose,Leak,48061,2037,3,218,3,0
CLM09076,1282,SUP-014,Brake Chamber,Breakage,42112,3668,6,6,2,0
CLM09077,1000,SUP-060,Relay Valve,Wear,42688,6187,13,267,5,0
CLM09078,1730,SUP-072,U-Joint,Breakage,47503,16852,14,235,6,0
CLM09079,1463,SUP-025,Brake Chamber,Sensor Failure,11471,18779,6,124,8,0
CLM09080,1229,SUP-082,Brake Chamber,Breakage,10744,8303,9,60,3,0
CLM09081,1966,SUP-044,U-Joint,Misalignment,4663,8876,10,10,4,0
CLM09082,1171,SUP-082,Air Filter,Breakage,13463,1956,16,16,4,0
CLM09083,1086,SUP-010,Air Filter,Breakage,17378,1994,15,84,4,0
CLM09084,1552,SUP-071,Wheel Bearing,Corrosion,24078,5560,12,172,7,0
CLM09085,1122,SUP-050,Air Filter,Misalignment,39909,26224,13,147,4,0
CLM09086,1842,SUP-044,Brake Chamber,Leak,7160,28481,18,100,7,0
CLM09087,1297,SUP-014,Air Filter,Breakage,46304,9979,2,271,4,0
CLM09088,1884,SUP-015,Relay Valve,Wear,28682,27314,14,215,8,0
CLM09089,1928,SUP-016,U-Joint,Corrosion,26575,10565,17,85,5,0
CLM09090,1689,SUP-002,U-Joint,Breakage,40910,2250,1,39,2,0
CLM09091,1574,SUP-030,Wheel Speed Sensor,Corrosion,31865,26320,11,5,9,0
CLM09092,1483,SUP-030,Brake Chamber,Leak,22405,10938,14,86,9,0
CLM09093,1164,SUP-082,Wheel Speed Sensor,Corrosion,24254,23371,12,287,1,0
CLM09094,1698,SUP-031,Wheel Speed Sensor,Wear,40076,17057,14,207,5,0
CLM09095,1382,SUP-077,Brake Chamber,Breakage,10326,4812,17,38,3,0
CLM09096,1208,SUP-020,Relay Valve,Wear,38510,20161,12,256,5,0
CLM09097,1738,SUP-049,Wheel Bearing,Sensor Failure,20529,18905,6,180,4,0
CLM09098,1431,SUP-035,V-Belt,Corrosion,25527,22582,9,19,3,0
CLM09099,1388,SUP-023,Wheel Bearing,Corrosion,36483,1896,12,163,7,0
CLM09100,1559,SUP-097,Air Filter,Corrosion,17086,673,17,202,5,0
CLM09101,1223,SUP-099,Radiator Hose,Misalignment,42313,23105,16,271,1,1
CLM09102,1002,SUP-100,Fuel/Water Separator,Leak,22777,12086,2,88,4,0
CLM09103,1371,SUP-061,Brake Chamber,Misalignment,43262,16413,18,175,1,1
CLM09104,1686,SUP-084,Wheel Bearing,Wear,21466,27699,16,243,3,0
CLM09105,1445,SUP-055,Relay Valve,Sensor Failure,37499,24435,10,148,5,0
CLM09106,1610,SUP-067,Wheel Bearing,Leak,16390,11580,19,265,6,0
CLM09107,1115,SUP-008,Air Filter,Leak,46581,15272,4,5,1,0
CLM09108,1269,SUP-040,Wheel Speed Sensor,Breakage,18921,2746,7,139,9,0
CLM09109,1446,SUP-059,U-Joint,Sensor Failure,41860,23629,16,103,9,1
CLM09110,1367,SUP-032,Radiator Hose,Corrosion,33945,19962,19,347,1,1
CLM09111,1252,SUP-093,Wheel Bearing,Misalignment,19760,19935,5,258,7,0
CLM09112,1316,SUP-007,Relay Valve,Corrosion,41506,21613,5,180,4,0
CLM09113,1414,SUP-002,V-Belt,Breakage,42760,2199,7,246,2,0
CLM09114,1094,SUP-085,Wheel Bearing,Misalignment,4243,15463,17,148,2,0
CLM09115,1784,SUP-006,Relay Valve,Corrosion,31091,23552,1,21,6,0
CLM09116,1891,SUP-092,Wheel Speed Sensor,Wear,4666,26038,3,307,6,0
CLM09117,1023,SUP-036,Relay Valve,Corrosion,18321,19975,16,158,5,0
CLM09118,1627,SUP-032,Relay Valve,Misalignment,20411,20668,2,176,3,0
CLM09119,1662,SUP-045,Wheel Bearing,Wear,19404,2344,1,257,7,0
CLM09120,1849,SUP-042,Fuel/Water Separator,Breakage,24586,6897,7,265,3,0
CLM09121,1049,SUP-053,U-Joint,Breakage,15632,13385,10,113,7,0
CLM09122,1501,SUP-009,U-Joint,Wear,45500,20135,3,168,2,0
CLM09123,1717,SUP-075,Radiator Hose,Misalignment,2974,16608,18,21,8,0
CLM09124,1497,SUP-087,Brake Chamber,Misalignment,44629,8020,3,80,2,0
CLM09125,1334,SUP-075,Wheel Speed Sensor,Corrosion,2258,10442,7,228,2,0
CLM09126,1078,SUP-049,Fuel/Water Separator,Breakage,40820,1392,15,37,4,0
CLM09127,1581,SUP-002,U-Joint,Breakage,20494,8906,1,91,1,0
CLM09128,1026,SUP-067,Air Filter,Wear,43202,20313,19,327,7,1
CLM09129,1270,SUP-011,U-Joint,Breakage,14528,13671,5,152,2,0
CLM09130,1561,SUP-050,Relay Valve,Corrosion,20137,23629,7,178,6,0
CLM09131,1803,SUP-035,Wheel Speed Sensor,Breakage,23178,20528,11,182,5,0
CLM09132,1246,SUP-015,Radiator Hose,Wear,16008,27691,1,110,5,0
CLM09133,1775,SUP-075,Wheel Bearing,Corrosion,12864,22223,2,360,4,0
CLM09134,1590,SUP-031,U-Joint,Sensor Failure,34187,17489,14,109,5,0
CLM09135,1386,SUP-092,Brake Chamber,Wear,42612,25627,10,156,9,0
CLM09136,1701,SUP-062,Radiator Hose,Sensor Failure,3871,15172,3,260,1,0
CLM09137,1558,SUP-028,U-Joint,Breakage,32432,21298,14,67,2,0
CLM09138,1972,SUP-096,Fuel/Water Separator,Corrosion,16202,16812,5,260,7,0
CLM09139,1360,SUP-025,Fuel/Water Separator,Breakage,14101,19397,17,271,9,0
CLM09140,1865,SUP-084,Radiator Hose,Corrosion,34635,29900,7,37,3,0
CLM09141,1983,SUP-092,Wheel Bearing,Leak,17238,7543,1,270,6,0
CLM09142,1487,SUP-025,Air Filter,Breakage,12179,18061,11,123,5,0
CLM09143,1351,SUP-075,Air Filter,Breakage,25749,13138,6,224,9,0
CLM09144,1700,SUP-083,U-Joint,Breakage,31793,22065,16,195,9,1
CLM09145,1927,SUP-092,U-Joint,Misalignment,9004,18367,14,82,3,0
CLM09146,1255,SUP-001,Radiator Hose,Wear,49926,20195,17,50,2,1
CLM09147,1221,SUP-059,V-Belt,Misalignment,22116,21169,15,78,4,0
CLM09148,1883,SUP-069,Relay Valve,Corrosion,21511,24197,14,25,9,0
CLM09149,1752,SUP-074,Relay Valve,Corrosion,49381,10237,7,295,3,0
CLM09150,1780,SUP-042,Brake Chamber,Corrosion,21976,14453,10,26,4,0
CLM09151,1000,SUP-034,U-Joint,Wear,32856,15919,19,60,2,1
CLM09152,1545,SUP-100,Brake Chamber,Corrosion,36010,10188,7,308,1,0
CLM09153,1445,SUP-066,Radiator Hose,Misalignment,13815,13474,15,70,5,0
CLM09154,1078,SUP-018,Wheel Bearing,Misalignment,3488,25148,14,154,4,0
CLM09155,1235,SUP-077,Wheel Speed Sensor,Breakage,18896,5858,15,48,2,0
CLM09156,1333,SUP-005,Wheel Speed Sensor,Sensor Failure,6616,23443,19,54,6,0
CLM09157,1888,SUP-020,U-Joint,Leak,33791,29112,16,114,5,1
CLM09158,1348,SUP-066,U-Joint,Corrosion,36105,10918,2,277,1,0
CLM09159,1097,SUP-075,V-Belt,Wear,32027,17974,2,110,3,0
CLM09160,1081,SUP-062,Radiator Hose,Wear,13591,10308,1,72,4,0
CLM09161,1501,SUP-094,Wheel Bearing,Corrosion,41790,29248,16,18,1,1
CLM09162,1966,SUP-096,Radiator Hose,Sensor Failure,5726,15083,19,15,8,0
CLM09163,1476,SUP-032,Fuel/Water Separator,Misalignment,40862,21686,4,42,3,0
CLM09164,1926,SUP-058,Relay Valve,Corrosion,5133,26063,3,20,5,0
CLM09165,1703,SUP-050,U-Joint,Wear,1744,27191,11,16,3,0
CLM09166,1764,SUP-038,V-Belt,Leak,21561,2091,17,135,4,0
CLM09167,1920,SUP-055,U-Joint,Sensor Failure,30813,15958,5,221,9,0
CLM09168,1549,SUP-028,Wheel Speed Sensor,Corrosion,25569,6401,9,95,3,0
CLM09169,1013,SUP-074,U-Joint,Leak,6940,8579,1,93,8,0
CLM09170,1391,SUP-086,Wheel Speed Sensor,Corrosion,33817,9279,9,81,6,0
CLM09171,1346,SUP-081,Brake Chamber,Sensor Failure,24196,9534,4,78,6,0
CLM09172,1309,SUP-022,U-Joint,Wear,7217,4149,16,351,1,0
CLM09173,1385,SUP-043,Radiator Hose,Misalignment,20433,28692,15,146,7,0
CLM09174,1208,SUP-083,Radiator Hose,Misalignment,11934,15616,10,320,4,0
CLM09175,1356,SUP-081,Air Filter,Sensor Failure,8868,18449,5,26,8,0
CLM09176,1973,SUP-088,Wheel Speed Sensor,Breakage,21273,20493,16,197,9,0
CLM09177,1600,SUP-036,Fuel/Water Separator,Misalignment,41719,3429,6,144,2,0
CLM09178,1567,SUP-096,Air Filter,Corrosion,27198,1221,16,77,8,0
CLM09179,1093,SUP-052,Brake Chamber,Leak,45357,2304,4,314,8,0
CLM09180,1092,SUP-036,Radiator Hose,Leak,48787,13111,15,352,6,0
CLM09181,1339,SUP-028,Fuel/Water Separator,Misalignment,27363,28270,3,201,3,0
CLM09182,1596,SUP-078,Wheel Bearing,Sensor Failure,48459,1154,19,303,5,1
CLM09183,1444,SUP-058,V-Belt,Sensor Failure,25019,8836,9,327,2,0
CLM09184,1756,SUP-036,U-Joint,Sensor Failure,20739,15609,5,123,6,0
CLM09185,1021,SUP-070,U-Joint,Leak,26589,24568,16,178,3,0
CLM09186,1290,SUP-009,Wheel Bearing,Wear,42113,10388,3,302,4,0
CLM09187,1484,SUP-021,U-Joint,Leak,12093,23337,8,8,9,0
CLM09188,1783,SUP-064,Radiator Hose,Wear,7261,21123,14,2,5,0
CLM09189,1305,SUP-076,Wheel Bearing,Sensor Failure,20840,13729,3,146,7,0
CLM09190,1633,SUP-061,Air Filter,Breakage,48940,27787,16,36,9,1
CLM09191,1127,SUP-094,Air Filter,Leak,24792,17776,7,88,5,0
CLM09192,1624,SUP-095,Brake Chamber,Sensor Failure,21650,27640,9,119,1,0
CLM09193,1938,SUP-040,V-Belt,Leak,42576,4790,3,42,2,0
CLM09194,1272,SUP-056,Relay Valve,Sensor Failure,22027,28630,8,358,3,0
CLM09195,1847,SUP-004,Wheel Bearing,Leak,39072,18544,12,139,3,0
CLM09196,1441,SUP-031,Relay Valve,Corrosion,19309,28622,17,59,1,0
CLM09197,1502,SUP-027,U-Joint,Leak,7845,14399,14,180,9,0
CLM09198,1129,SUP-058,Wheel Bearing,Corrosion,7810,5413,16,202,9,0
CLM09199,1131,SUP-025,V-Belt,Wear,16228,24220,19,221,4,0
CLM09200,1596,SUP-069,Brake Chamber,Leak,36225,11468,4,49,9,0
CLM09201,1934,SUP-070,Air Filter,Wear,7882,7850,3,360,4,0
CLM09202,1481,SUP-005,Wheel Speed Sensor,Breakage,27187,20804,13,240,8,0
CLM09203,1861,SUP-091,Wheel Speed Sensor,Misalignment,5241,9828,9,128,3,0
CLM09204,1389,SUP-008,Air Filter,Misalignment,20493,18183,13,330,9,0
CLM09205,1592,SUP-009,U-Joint,Corrosion,11729,3023,12,286,4,0
CLM09206,1998,SUP-015,Brake Chamber,Leak,13549,28325,15,28,8,0
CLM09207,1984,SUP-100,Brake Chamber,Misalignment,39013,2160,3,93,2,0
CLM09208,1324,SUP-007,U-Joint,Wear,43587,26390,3,179,7,0
CLM09209,1068,SUP-096,Air Filter,Misalignment,25347,25509,2,217,2,0
CLM09210,1659,SUP-072,Radiator Hose,Misalignment,38208,8130,6,27,5,0
CLM09211,1447,SUP-015,Relay Valve,Sensor Failure,41378,5012,16,127,9,1
CLM09212,1527,SUP-037,Wheel Speed Sensor,Misalignment,2998,2358,18,98,5,0
CLM09213,1818,SUP-083,Fuel/Water Separator,Wear,35760,25786,9,308,4,0
CLM09214,1616,SUP-039,Wheel Speed Sensor,Misalignment,47636,8829,3,300,8,0
CLM09215,1164,SUP-006,U-Joint,Leak,49564,12252,16,48,5,1
CLM09216,1487,SUP-083,V-Belt,Misalignment,26089,18637,4,354,9,0
CLM09217,1712,SUP-057,Wheel Speed Sensor,Breakage,38808,11548,14,272,9,0
CLM09218,1708,SUP-092,Wheel Bearing,Misalignment,28737,7835,4,188,2,0
CLM09219,1425,SUP-081,Brake Chamber,Corrosion,1214,23161,18,303,9,0
CLM09220,1696,SUP-019,Wheel Speed Sensor,Sensor Failure,39514,18068,18,110,8,1
CLM09221,1833,SUP-063,Wheel Bearing,Wear,37537,23811,18,331,7,1
CLM09222,1264,SUP-031,Relay Valve,Misalignment,38635,14571,3,15,6,0
CLM09223,1874,SUP-075,Wheel Speed Sensor,Misalignment,30230,17617,7,102,4,0
